PELÍCULA,DIRECTOR,CICLO/ESTRENO,PAIS,ASISTENCIA,FUNCIONES,GENERO,PERIODO,MES,EXHIBIDA
Mesa 1: Acoso y la violencia de género,,Foro miradas a la violencia de género en el cine y el audiovisual mexicano,México,174,1,Adultos,2019,septiembre,Sala
Mesa 2: Políticas Públicas sobre violencia de género,,Foro miradas a la violencia de género en el cine y el audiovisual mexicano,México,174,1,Adultos,2019,septiembre,Sala
Mesa 3: Prácticas en la industria audiovisual,,Foro miradas a la violencia de género en el cine y el audiovisual mexicano,México,174,1,Adultos,2019,septiembre,Sala
Calzonzín Inspector,Alfonso Arau,Charlas de Cine y Literatura,México,130,1,Adultos,2019,septiembre,Sala
La Víspera,Alejandro Pelayo,Conversando con nuestros protagonistas,México,140,1,Adultos,2019,septiembre,Sala
"Mesa 4: Contenidos y narrativas en el cine , televisión, plataformas digitales y publicidad",,Foro miradas a la violencia de género en el cine y el audiovisual mexicano,México,174,1,Adultos,2019,septiembre,Sala
"Mesa 5 : Contenidos y narrativas en el cine , televisión, plataformas digitales y publicidad",,Foro miradas a la violencia de género en el cine y el audiovisual mexicano,México,174,1,Adultos,2019,septiembre,Sala
Hombre del viento cortante,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,242,2,Adultos,2019,septiembre,Sala
Confesiones de una esposa,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,295,2,Adultos,2019,septiembre,Sala
Con el permiso de mi esposo,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,188,2,Adultos,2019,septiembre,Sala
Evástica/ la Diosa de la piedad,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,205,2,Adultos,2019,septiembre,Sala
El soldado Yakusa,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,93,2,Adultos,2019,septiembre,Sala
Tatuaje,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,335,2,Adultos,2019,septiembre,Sala
Escuela de espías Nakano,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,101,2,Adultos,2019,septiembre,Sala
La esposa de Seisaku,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,124,2,Adultos,2019,septiembre,Sala
La línea Paterna,José Buil y Marisa Sistach,Nuevas Reflexiones sobre Cine Mexicano,México,131,1,Adultos,2019,septiembre,Sala
Piso de Soltero,Billy Wilder,Clásicos en pantalla grande Billy Wilder,Estados Unidos,449,2,Adultos,2019,septiembre,Sala
El ombligo de Guie´Dani,Xavi Sala,Talento Emergente,México,799,12,Adultos,2019,septiembre,Sala
La Tercera Esposa,Ashleigh Mayfair,Talento Emergente,Vietnam,943,12,Adultos,2019,septiembre,Sala
Llévame contigo,Micaela Rueda,Talento Emergente,"Ecuador, México",760,12,Adultos,2019,septiembre,Sala
Un Elefante sentado y quieto,Hu Bo,Talento Emergente,China,527,12,Adultos,2019,septiembre,Sala
El día que perdí mi sombra,Soudade KaadNan,Talento Emergente,"Siria, Líbano, Francia, Qatar",1000,12,Adultos,2019,septiembre,Sala
Foto Estudio Luisita,Sol Miraglia y Hugo Manso,Talento Emergente,Argentina,374,12,Adultos,2019,septiembre,Sala
Los Paisajes,Rodrigo Cervantes,Talento Emergente,"México, Francia, Reino Unido",654,12,Adultos,2019,septiembre,Sala
La fabrica de Nada,Pedro Pinho,Talento Emergente,"Portugal, Francia , Brasil",382,12,Adultos,2019,septiembre,Sala
Los Confines,Mitl Valdéz,Conversando con nuestros Protagonistas,México,151,1,Adultos,2019,septiembre,Sala
"El Amor de Sumako, la actriz",Kenji Mizoguchi,Pasajero 21: El Japón de Tablada,Japón,136,1,Adultos,2019,septiembre,Sala
La esposa del dr. Hanaoka,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,141,2,Adultos,2019,septiembre,Sala
El ángel rojo,Yasuzo Masumura,Retrospectiva Yasuzo Masumura,Japón,198,2,Adultos,2019,septiembre,Sala
Poetas en el Cielo,Emilio Maillé,Estreno,México,1048,14,Adultos,2019,septiembre,Sala
Love is strange,Ira Sachs,Función Especial, EUA-Francia-Brasil-Grecia,215,2,Adultos,2019,septiembre,Sala
El Invierno,Emilio Torres,Talento Emergente,"Argentina, Francia",390,12,Adultos,2019,septiembre,Sala
Una Constelación distante,Shevaun Mizrahi,Talento Emergente,"Turquía, Estados Unidos",417,12,Adultos,2019,septiembre,Sala
Rave en Irán,Sussanne Regina Meures,Talento Emergente,Suiza,1348,12,Adultos,2019,septiembre,Sala
Torre de las Doncellas,Sussanna Lira,Talento Emergente,Brasil,425,12,Adultos,2019,septiembre,Sala
¿Porqué No?,Shohel Imamura,Pasajero 21: El Japón de Tablada,japón,56,1,Adultos,2019,septiembre,Sala
Septiembre 19: Pequeñas Historias Épicas,Rafael Rangel,Función Especial/ Estreno,México,199,4,Adultos,2019,septiembre,Sala
Que tenga un buen día,Hao Jile,Estreno,China,825,14,Adultos,2019,septiembre,Sala
"Ana , Mi amor",Calin Peter Netzer,Estreno,"Rumania, Alemania, Francia",3050,16,Adultos,2019,septiembre,Sala
"Uno , Dos, Tres/ Los peligros del Amor",Billy Wilder,Clásicos en pantalla grande Billy Wilder,Estados Unidos,530,2,Adultos,2019,septiembre,Sala
Luciérnagas,Bani Khoshnoudi,Talento Emergente,"México, Estados Unidos, Grecia, República Dominicana",1206,15,Adultos,2019,septiembre,Sala
Trópico Fantasma,Bas Devos,Talento Emergente,Bélgica,747,13,Adultos,2019,septiembre,Sala
Los Albañiles,Jorge Fons,Nuevas Reflexiones sobre Cine Mexicano,México,125,1,Adultos,2019,septiembre,Sala
María de Mi Corazón,Jaime Humberto Hermosillo,conversando con nuestros protagonistas,México,190,1,Adultos,2019,septiembre,Sala
Azul Intenso,Roberto Hernández y Felipe Gómez,Función Especial,México,175,6,Adultos,2019,septiembre,Sala
Antonio Reynoso,"Israel Rodríguez, Elva Peniche",Presentación del libro,México,36,1,Adultos,2019,septiembre,Sala
Irma la dulce,Billy Wilder,Clásicos en pantalla grande Billy Wilder,Estados Unidos,472,2,Adultos,2019,septiembre,Sala
Laberintos de la memoria Miroslava,Alejandro Pelayo,Nuevas Reflexiones sobre Cine Mexicano,México,120,1,Adultos,2019,septiembre,Sala
Salvaje,Camille Vidal-Naquet,Estreno,Francia,1077,8,Adultos,2019,septiembre,Sala
La música de mi  vida,Gurinder Chadha,Estreno,Reino Unido,793,4,Adultos,2019,septiembre,Sala
Olimpia ,J.M. Cravioto ,Estreno,México,1028,6,Adultos,2019,septiembre,Sala
Soles Negros,Julien Elie,Estreno,Brasil,444,3,Adultos,2019,septiembre,Sala
Noches de Julio,Axel Muños Barba,Estreno,México,929,6,Adultos,2019,septiembre,Sala
Eastern Memories,"Martti Kaartinen, Niklas Kullström",Función especial cine Finlandés,Finlandia,41,1,Adultos,2019,septiembre,Sala
Seminario de Experiencia y Archivo,"Tzutzumatzin Soto, Angel Alemán",Seminario de Experiencia y Archivo,,83,1,Adultos,2019,septiembre,Sala
La vida entre tus manos,Función privada,Asociación Mexicana de Diabetes,,348,1,Adultos,2019,septiembre,Sala
El más allá,Masaki Kobayashi,Pasajero 21: El Japón de Tablada,Japón,125,1,Adultos,2019,septiembre,Sala
Cierre,,Foro miradas a la violencia de género en el cine y el audiovisual mexicano,,174,1,Adultos,2019,septiembre,Sala
Miss Hokusai,Keiichi Hara,Pasajero 21: El Japón de Tablada,Japón,148,1,Adultos,2019,septiembre,Sala
Ganadores del premio Ariel (AMACC) 1 ( 4 cortometrajes),varios,Shorts México,México,131,1,adultos,2019,septiembre,Foro
Ecoshorts ( Medio Ambiente) 1 ( 6 cortometrajes) ,varios,Shorts México,México,28,1,adultos,2019,septiembre,Foro
Ecoshorts ( Medio Ambiente) 2 ( 8 cortometrajes) ,varios,Shorts México,México,32,1,adultos,2019,septiembre,Foro
Cortitos ( cine infantil) (16 cortometrajes),varios,Shorts México,"México, Chile, China , Francia , Reino Unido",23,1,Niños,2019,septiembre,Foro
Las Armas,Jose Luis Urquieta,,México,59,1,adultos,2019,septiembre,Foro
El sembrador I Yo solo quería que amaneciera (1 corto),Melissa Elizondo / Jessica Villamil,CINECLUB 43,México,282,1,adultos,2019,septiembre,Foro
HIGH LIFE,Clare Denis,CC,"Reino Unido, Alemania, Francia, Estados Unidos, Polonia",4888,39,Adultos,2019,octubre,Sala
LA MUJER QUE SABÍA LEER,Marine Francen,CC,"Francia, Bélgica",1090,13,Adultos,2019,octubre,Sala
"ANA, MI AMOR ",Calin Peter Netzer,CC,"Rumania, Alemania, Francia",6457,66,Adultos,2019,octubre,Sala
AMANTE FIEL,Louis Garrel,CC,Francia,1988,15,Adultos,2019,octubre,Sala
"INAUGURACIÓN 
SINÓNIMOS ",Nadav Lapid,BLACK CANVAS,"Francia, Israel, Alemania",385,1,Adultos,2019,octubre,Sala
SALVAJE,Camille Vidal-Naquet,CC,Francia,5737,60,Adultos,2019,octubre,Sala
LA MÚSICA DE MI VIDA,Gurinder Chadha,CC,Reino Unido,1976,23,Adultos,2019,octubre,Sala
ASAKO I & II: SOÑAR O DESPERTAR,Ryusuke Hamaguchi,CC,"Japón, Francia",633,10,Adultos,2019,octubre,Sala
LA CAMARISTA,Lila Avilés,CC,México,175,3,Adultos,2019,octubre,Sala
POETAS DEL CIELO,Emilio Maillé,CC,México,772,26,Adultos,2019,octubre,Sala
TRAICIÓN,Ignacio Ortiz Cruz,CC,México,434,14,Adultos,2019,octubre,Sala
LIMONADA,Ioana Uricaru,CC,Rumania,35,1,Adultos,2019,octubre,Sala
DIAMANTINO,"Gabriel Abrantes, Daniel Schmidt",CC,"Portugal, Francia, Brasil",192,6,Adultos,2019,octubre,Sala
SEPTIEMBRE 19: PEQUEÑAS HISTORIAS ÉPICAS ,Rafael Rangel,CC,México,517,19,Adultos,2019,octubre,Sala
SOREN,Juan Carlos Valdivia,CC,Bolivia,39,1,Adultos,2019,octubre,Sala
FLOW,Nicolas Molina,CC,Chile,238,8,Adultos,2019,octubre,Sala
LA CAÓTICA VIDA DE NADA KADIC,Marta Hernaiz Pida,CC,México,144,4,Adultos,2019,octubre,Sala
UNA HISTORIA DE AMOR EN HOLLYWOOD,Daniel Raim,CC,Estados Unidos,207,9,Adultos,2019,octubre,Sala
LA IRA O EL SEOL,Juan Mora Catlett,CC,México,106,4,Adultos,2019,octubre,Sala
DOLOR Y GLORIA,Pedro Almodóvar,CC,España,456,7,Adultos,2019,octubre,Sala
"VIVIR ALLÍ NO ES EL INFIERNO, ES EL FUEGO DEL DESIERTO. LA PLENITUD DE LA VIDA, QUE QUEDÓ AHÍ COMO UN ÁRBOL ",Javiera Véliz Fajardo,BLACK CANVAS,"Chile, Brasil",20,1,Adultos,2019,octubre,Sala
LAS CRUCES                                                                                                           ,"Teresa Arredondo, Carlos Vásquez Méndez",BLACK CANVAS,Chile,54,1,Adultos,2019,octubre,Sala
AVES DE LOS SUBURBIOS ,Qiu Sheng,BLACK CANVAS,China,100,1,Adultos,2019,octubre,Sala
DE NUEVO OTRA VEZ                                                                           ,Romina Paula,BLACK CANVAS,Argentina,97,1,Adultos,2019,octubre,Sala
NO CREAS QUE VOY A GRITAR,Frank beuvais,BLACK CANVAS,Francia,52,1,Adultos,2019,octubre,Sala
ENTRE DOS AGUAS                                                                                     ,Isaki Lacuesta,BLACK CANVAS,España,43,1,Adultos,2019,octubre,Sala
